"Dataset that combines stations from the National Soil Moistuer Network, National Ecological Observatory Network, AmeriFlux Network, and the INternational Soil Moisture Network for the USA.",,,,
station,network,latitude,longitude,source
DAQ_Clayton_Profiler,North Carolina ECONET,35.592,-78.459,NSMN
Central_Crops_Research_Station,North Carolina ECONET,35.67,-78.493,NSMN
Horticultural_Crops_Research_Stn,North Carolina ECONET,35.022,-78.282,NSMN
North_Durham_Water_Reclamation_Facility,North Carolina ECONET,36.029,-78.859,NSMN
Wayah_Bald_Mountain,North Carolina ECONET,35.173,-83.581,NSMN
Frying_Pan_Mountain,North Carolina ECONET,35.394,-82.774,NSMN
Cherry_Research_Station,North Carolina ECONET,35.379,-78.045,NSMN
NC_A&T_SU_Research_Farm,North Carolina ECONET,36.067,-79.734,NSMN
Hamlet_Tower,North Carolina ECONET,34.842,-79.738,NSMN
Bearwallow_Mountain,North Carolina ECONET,35.461,-82.358,NSMN
UNCG_-_Lindale_Farm_Stn,North Carolina ECONET,35.99,-79.97,NSMN
Sandhills_Research_Station,North Carolina ECONET,35.188,-79.684,NSMN
Cunningham_Research_Station,North Carolina ECONET,35.303,-77.573,NSMN
Upper_Mountain_Research_Stn,North Carolina ECONET,36.402,-81.297,NSMN
Peanut_Belt_Research_Station,North Carolina ECONET,36.132,-77.176,NSMN
NC_Electric_Cooperative_Anson_Peaking_Plant,North Carolina ECONET,34.97,-79.918,NSMN
Mtn_Horticultural_Crops_Res_Stn,North Carolina ECONET,35.427,-82.559,NSMN
Mount_Mitchell_State_Park,North Carolina ECONET,35.759,-82.271,NSMN
North_Stanly_Middle_School,North Carolina ECONET,35.41,-80.237,NSMN
Oxford_Tobacco_Research_Stn,North Carolina ECONET,36.303,-78.617,NSMN
Tidewater_Research_Station,North Carolina ECONET,35.849,-76.651,NSMN
Lake_Wheeler_Rd_Field_Lab,North Carolina ECONET,35.728,-78.68,NSMN
Reedy_Creek_Field_Laboratory,North Carolina ECONET,35.807,-78.744,NSMN
Upper_Piedmont_Research_Stn,North Carolina ECONET,36.382,-79.7,NSMN
Upper_Coastal_Plain_Res_Stn,North Carolina ECONET,35.893,-77.68,NSMN
Piedmont_Research_Station,North Carolina ECONET,35.697,-80.622,NSMN
Siler_City_Airport,North Carolina ECONET,35.704,-79.504,NSMN
Spindale_Tower,North Carolina ECONET,35.335,-81.913,NSMN
Spruce_Pine_Tower,North Carolina ECONET,35.901,-82.059,NSMN
Taylorsville_Tower,North Carolina ECONET,35.914,-81.191,NSMN
Williamsdale_Field_Lab,North Carolina ECONET,34.766,-78.101,NSMN
Mountain_Research_Station,North Carolina ECONET,35.488,-82.968,NSMN
Mt._Jefferson_Tower,North Carolina ECONET,36.403,-81.463,NSMN
Border_Belt_Tobacco_Res_Stn,North Carolina ECONET,34.413,-78.792,NSMN
Highway_Patrol_Comm_Station,North Carolina ECONET,35.839,-77.093,NSMN
Sassafras_Mountain,North Carolina ECONET,35.065,-82.777,NSMN
Wayah_Bald_Mountain,North Carolina ECONET,35.173,-83.581,ISMN
Mountain_Research_Station,North Carolina ECONET,35.488,-82.968,ISMN
Sassafras_Mountain,North Carolina ECONET,35.065,-82.777,ISMN
Frying_Pan_Mountain,North Carolina ECONET,35.394,-82.774,ISMN
Mtn_Horticultural_Crops_Res_Stn,North Carolina ECONET,35.427,-82.559,ISMN
Bearwallow_Mountain,North Carolina ECONET,35.461,-82.358,ISMN
Mount_Mitchell_State_Park,North Carolina ECONET,35.759,-82.271,ISMN
Burnsville_Tower,North Carolina ECONET,35.919,-82.26,ISMN
Spruce_Pine_Tower,North Carolina ECONET,35.901,-82.059,ISMN
Spindale_Tower,North Carolina ECONET,35.335,-81.913,ISMN
Boone_-_ASU_Stn,North Carolina ECONET,36.221,-81.63,ISMN
Mt._Jefferson_Tower,North Carolina ECONET,36.403,-81.463,ISMN
Upper_Mountain_Research_Stn,North Carolina ECONET,36.402,-81.297,ISMN
Taylorsville_Tower,North Carolina ECONET,35.914,-81.191,ISMN
Piedmont_Research_Station,North Carolina ECONET,35.697,-80.622,ISMN
North_Stanly_Middle_School,North Carolina ECONET,35.41,-80.237,ISMN
UNCG_-_Lindale_Farm_Stn,North Carolina ECONET,35.99,-79.97,ISMN
NC_Electric_Cooperative_Anson_Peaking_Plant,North Carolina ECONET,34.97,-79.918,ISMN
Hamlet_Tower,North Carolina ECONET,34.842,-79.738,ISMN
NC_A&T_SU_Research_Farm,North Carolina ECONET,36.067,-79.734,ISMN
Upper_Piedmont_Research_Stn,North Carolina ECONET,36.382,-79.7,ISMN
Sandhills_Research_Station,North Carolina ECONET,35.188,-79.684,ISMN
Siler_City_Airport,North Carolina ECONET,35.704,-79.504,ISMN
North_Durham_Water_Reclamation_Facility,North Carolina ECONET,36.029,-78.859,ISMN
Border_Belt_Tobacco_Res_Stn,North Carolina ECONET,34.413,-78.792,ISMN
Reedy_Creek_Field_Laboratory,North Carolina ECONET,35.807,-78.744,ISMN
Lake_Wheeler_Rd_Field_Lab,North Carolina ECONET,35.728,-78.68,ISMN
Oxford_Tobacco_Research_Stn,North Carolina ECONET,36.303,-78.617,ISMN
Central_Crops_Research_Station,North Carolina ECONET,35.67,-78.493,ISMN
DAQ_Clayton_Profiler,North Carolina ECONET,35.592,-78.459,ISMN
Horticultural_Crops_Research_Stn,North Carolina ECONET,35.022,-78.282,ISMN
Williamsdale_Field_Lab,North Carolina ECONET,34.766,-78.101,ISMN
Cherry_Research_Station,North Carolina ECONET,35.379,-78.045,ISMN
Bald_Head_Island_Conservancy,North Carolina ECONET,33.846,-77.966,ISMN
Horticultural_Crops_Res_Stn,North Carolina ECONET,34.321,-77.916,ISMN
Upper_Coastal_Plain_Res_Stn,North Carolina ECONET,35.893,-77.68,ISMN
Cunningham_Research_Station,North Carolina ECONET,35.303,-77.573,ISMN
Peanut_Belt_Research_Station,North Carolina ECONET,36.132,-77.176,ISMN
Highway_Patrol_Comm_Station,North Carolina ECONET,35.839,-77.093,ISMN
Buckland_Elementary,North Carolina ECONET,36.47,-76.761,ISMN
Pamlico_Aquaculture_Field_Lab,North Carolina ECONET,35.362,-76.716,ISMN
Tidewater_Research_Station,North Carolina ECONET,35.849,-76.651,ISMN
Bowman,North Dakota AWN,46.2,-103.47,NSMN
Campbell,North Dakota AWN,46.06,-96.37,NSMN
Carrington,North Dakota AWN,47.51,-99.13,NSMN
Fargo,North Dakota AWN,46.9,-96.81,NSMN
Fox,North Dakota AWN,48.88,-95.85,NSMN
Grafton,North Dakota AWN,48.41,-97.19,NSMN
Grand_Forks,North Dakota AWN,47.84,-97.07,NSMN
Hillsboro,North Dakota AWN,47.35,-96.92,NSMN
Langdon,North Dakota AWN,48.76,-98.34,NSMN
Mavie,North Dakota AWN,48.12,-95.97,NSMN
Mooreton,North Dakota AWN,46.22,-96.89,NSMN
Pekin,North Dakota AWN,47.81,-98.31,NSMN
Sabin,North Dakota AWN,46.79,-96.61,NSMN
Waukon,North Dakota AWN,47.33,-96.13,NSMN
Williston,North Dakota AWN,48.13,-103.74,NSMN
ACME,Oklahoma Mesonet,34.81,-98.02,NSMN
ADAX,Oklahoma Mesonet,34.8,-96.67,NSMN
ALTU,Oklahoma Mesonet,34.59,-99.34,NSMN
ALV2,Oklahoma Mesonet,36.71,-98.71,NSMN
ALVA,Oklahoma Mesonet,36.78,-98.67,NSMN
ANT2,Oklahoma Mesonet,34.25,-95.67,NSMN
ANTL,Oklahoma Mesonet,34.22,-95.7,NSMN
APAC,Oklahoma Mesonet,34.91,-98.29,NSMN
ARD2,Oklahoma Mesonet,34.19,-97.09,NSMN
ARDM,Oklahoma Mesonet,34.19,-97.09,NSMN
ARNE,Oklahoma Mesonet,36.07,-99.9,NSMN
BBOW,Oklahoma Mesonet,34.01,-94.61,NSMN
BEAV,Oklahoma Mesonet,36.8,-100.53,NSMN
BEEX,Oklahoma Mesonet,34.19,-96.64,NSMN
BESS,Oklahoma Mesonet,35.4,-99.06,NSMN
BIXB,Oklahoma Mesonet,35.96,-95.87,NSMN
BLAC,Oklahoma Mesonet,36.75,-97.25,NSMN
BOIS,Oklahoma Mesonet,36.69,-102.5,NSMN
BOWL,Oklahoma Mesonet,35.17,-96.63,NSMN
BREC,Oklahoma Mesonet,36.41,-97.69,NSMN
BRIS,Oklahoma Mesonet,35.78,-96.35,NSMN
BROK,Oklahoma Mesonet,34.04,-94.62,NSMN
BUFF,Oklahoma Mesonet,36.83,-99.64,NSMN
BURB,Oklahoma Mesonet,36.63,-96.81,NSMN
BURN,Oklahoma Mesonet,33.89,-97.27,NSMN
BUTL,Oklahoma Mesonet,35.59,-99.27,NSMN
BYAR,Oklahoma Mesonet,34.85,-97,NSMN
CALV,Oklahoma Mesonet,34.99,-96.33,NSMN
CAMA,Oklahoma Mesonet,36.03,-99.35,NSMN
CARL,Oklahoma Mesonet,36.15,-97.29,NSMN
CATO,Oklahoma Mesonet,36.26,-95.76,NSMN
CENT,Oklahoma Mesonet,34.61,-96.33,NSMN
CHAN,Oklahoma Mesonet,35.65,-96.8,NSMN
CHER,Oklahoma Mesonet,36.75,-98.36,NSMN
CHEY,Oklahoma Mesonet,35.55,-99.73,NSMN
CHIC,Oklahoma Mesonet,35.03,-97.91,NSMN
CLAR,Oklahoma Mesonet,36.32,-95.64,NSMN
CLAY,Oklahoma Mesonet,34.66,-95.33,NSMN
CLOU,Oklahoma Mesonet,34.22,-95.25,NSMN
CLRM,Oklahoma Mesonet,36.32,-95.65,NSMN
COOK,Oklahoma Mesonet,35.68,-94.85,NSMN
COPA,Oklahoma Mesonet,36.91,-95.89,NSMN
DURA,Oklahoma Mesonet,33.92,-96.32,NSMN
ELKC,Oklahoma Mesonet,35.33,-99.39,NSMN
ELRE,Oklahoma Mesonet,35.55,-98.04,NSMN
ERIC,Oklahoma Mesonet,35.2,-99.8,NSMN
EUFA,Oklahoma Mesonet,35.3,-95.66,NSMN
EVAX,Oklahoma Mesonet,36.92,-101.78,NSMN
FAIR,Oklahoma Mesonet,36.26,-98.5,NSMN
FITT,Oklahoma Mesonet,34.55,-96.72,NSMN
FORA,Oklahoma Mesonet,36.84,-96.43,NSMN
FREE,Oklahoma Mesonet,36.73,-99.14,NSMN
FTCB,Oklahoma Mesonet,35.15,-98.47,NSMN
GOOD,Oklahoma Mesonet,36.6,-101.6,NSMN
GRA2,Oklahoma Mesonet,34.24,-98.74,NSMN
GRAN,Oklahoma Mesonet,34.24,-98.74,NSMN
GUTH,Oklahoma Mesonet,35.85,-97.48,NSMN
HASK,Oklahoma Mesonet,35.75,-95.64,NSMN
HECT,Oklahoma Mesonet,35.84,-96,NSMN
HINT,Oklahoma Mesonet,35.48,-98.48,NSMN
HOBA,Oklahoma Mesonet,34.99,-99.05,NSMN
HOLD,Oklahoma Mesonet,35.07,-96.36,NSMN
HOLL,Oklahoma Mesonet,34.69,-99.83,NSMN
HOOK,Oklahoma Mesonet,36.86,-101.23,NSMN
HUGO,Oklahoma Mesonet,34.03,-95.54,NSMN
IDAB,Oklahoma Mesonet,33.83,-94.88,NSMN
INOL,Oklahoma Mesonet,36.14,-95.45,NSMN
JAYX,Oklahoma Mesonet,36.48,-94.78,NSMN
KENT,Oklahoma Mesonet,36.83,-102.88,NSMN
KETC,Oklahoma Mesonet,34.53,-97.76,NSMN
KIN2,Oklahoma Mesonet,35.85,-97.95,NSMN
KING,Oklahoma Mesonet,35.88,-97.91,NSMN
LAHO,Oklahoma Mesonet,36.38,-98.11,NSMN
LANE,Oklahoma Mesonet,34.31,-96,NSMN
MADI,Oklahoma Mesonet,34.04,-96.94,NSMN
MANG,Oklahoma Mesonet,34.84,-99.42,NSMN
MARE,Oklahoma Mesonet,36.06,-97.21,NSMN
MARS,Oklahoma Mesonet,36.12,-97.6,NSMN
MAYR,Oklahoma Mesonet,36.99,-99.01,NSMN
MCAL,Oklahoma Mesonet,34.88,-95.78,NSMN
MEDF,Oklahoma Mesonet,36.79,-97.75,NSMN
MEDI,Oklahoma Mesonet,34.73,-98.57,NSMN
MIAM,Oklahoma Mesonet,36.89,-94.84,NSMN
MINC,Oklahoma Mesonet,35.27,-97.96,NSMN
MRSH,Oklahoma Mesonet,36.12,-97.61,NSMN
MTHE,Oklahoma Mesonet,34.31,-94.82,NSMN
NEWK,Oklahoma Mesonet,36.9,-96.91,NSMN
NEWP,Oklahoma Mesonet,34.23,-97.2,NSMN
NINN,Oklahoma Mesonet,34.97,-97.95,NSMN
NORM,Oklahoma Mesonet,35.26,-97.48,NSMN
NOWA,Oklahoma Mesonet,36.74,-95.61,NSMN
NRMN,Oklahoma Mesonet,35.24,-97.46,NSMN
OILT,Oklahoma Mesonet,36.03,-96.5,NSMN
OKCE,Oklahoma Mesonet,35.47,-97.46,NSMN
OKCN,Oklahoma Mesonet,35.56,-97.51,NSMN
OKCW,Oklahoma Mesonet,35.47,-97.58,NSMN
OKEM,Oklahoma Mesonet,35.43,-96.26,NSMN
OKMU,Oklahoma Mesonet,35.58,-95.91,NSMN
PAUL,Oklahoma Mesonet,34.72,-97.23,NSMN
PAWN,Oklahoma Mesonet,36.36,-96.77,NSMN
PERK,Oklahoma Mesonet,36,-97.05,NSMN
PORT,Oklahoma Mesonet,35.83,-95.56,NSMN
PRES,Oklahoma Mesonet,35.72,-95.99,NSMN
PRYO,Oklahoma Mesonet,36.37,-95.27,NSMN
PUTN,Oklahoma Mesonet,35.9,-98.96,NSMN
REDR,Oklahoma Mesonet,36.36,-97.15,NSMN
RETR,Oklahoma Mesonet,35.12,-99.36,NSMN
RING,Oklahoma Mesonet,34.19,-97.59,NSMN
SALL,Oklahoma Mesonet,35.44,-94.8,NSMN
SEIL,Oklahoma Mesonet,36.19,-99.04,NSMN
SHAW,Oklahoma Mesonet,35.36,-96.95,NSMN
SKIA,Oklahoma Mesonet,36.42,-96.04,NSMN
SLAP,Oklahoma Mesonet,36.6,-100.26,NSMN
SPEN,Oklahoma Mesonet,35.54,-97.34,NSMN
STIG,Oklahoma Mesonet,35.27,-95.18,NSMN
STIL,Oklahoma Mesonet,36.12,-97.1,NSMN
STUA,Oklahoma Mesonet,34.88,-96.07,NSMN
SULP,Oklahoma Mesonet,34.57,-96.95,NSMN
TAHL,Oklahoma Mesonet,35.97,-94.99,NSMN
TALA,Oklahoma Mesonet,36.57,-95.75,NSMN
TALI,Oklahoma Mesonet,34.71,-95.01,NSMN
TIPT,Oklahoma Mesonet,34.44,-99.14,NSMN
TISH,Oklahoma Mesonet,34.33,-96.68,NSMN
TULL,Oklahoma Mesonet,35.84,-95.41,NSMN
TULN,Oklahoma Mesonet,36.2,-95.94,NSMN
VALL,Oklahoma Mesonet,33.94,-95.11,NSMN
VANO,Oklahoma Mesonet,34.79,-96.84,NSMN
VINI,Oklahoma Mesonet,36.78,-95.22,NSMN
WAL2,Oklahoma Mesonet,34.4,-98.35,NSMN
WALT,Oklahoma Mesonet,34.36,-98.32,NSMN
WASH,Oklahoma Mesonet,34.98,-97.52,NSMN
WATO,Oklahoma Mesonet,35.84,-98.53,NSMN
WAUR,Oklahoma Mesonet,34.17,-97.99,NSMN
WEAT,Oklahoma Mesonet,35.51,-98.78,NSMN
WEBB,Oklahoma Mesonet,35.47,-95.13,NSMN
WEBR,Oklahoma Mesonet,35.49,-95.12,NSMN
WEST,Oklahoma Mesonet,36.01,-94.64,NSMN
WILB,Oklahoma Mesonet,34.9,-95.35,NSMN
WIST,Oklahoma Mesonet,34.98,-94.69,NSMN
WOOD,Oklahoma Mesonet,36.42,-99.42,NSMN
WYNO,Oklahoma Mesonet,36.52,-96.34,NSMN
AAMU-JTG,SCAN,34.78,-86.55,NSMN
Abrams,SCAN,37.13,-97.09,NSMN
Adams_Ranch_#1,SCAN,34.25,-105.42,NSMN
Alcalde,SCAN,36.09,-106.06,NSMN
Alkali_Mesa,SCAN,37.67,-109.36,NSMN
Allen_Farms,SCAN,35.07,-86.89,NSMN
Ames,SCAN,42.02,-93.73,NSMN
Aniak,SCAN,61.58,-159.58,NSMN
Ash_Valley,SCAN,41.05,-120.69,NSMN
Beasley_Lake,SCAN,33.38,-90.65,NSMN
Beaumont,SCAN,30.07,-94.29,NSMN
Blue_Creek,SCAN,41.94,-112.43,NSMN
Bodie_Hills,SCAN,38.26,-119.13,NSMN
Bosque_Seco,SCAN,17.97,-66.87,NSMN
Bragg_Farm,SCAN,34.89,-86.6,NSMN
Broad_Acres,SCAN,32.28,-86.05,NSMN
Buckhorn,SCAN,40.88,-119.95,NSMN
Buffalo_Jump,SCAN,41.34,-111.19,NSMN
Bushland_#1,SCAN,35.17,-102.1,NSMN
Cache_Junction,SCAN,41.82,-111.98,NSMN
Canyon_Lake,SCAN,59.42,-161.16,NSMN
Cave_Valley,SCAN,37.36,-113.12,NSMN
Centralia_Lake,SCAN,39.7,-96.16,NSMN
Charkiln,SCAN,36.37,-115.82,NSMN
Checkers_Creek,SCAN,65.4,-164.71,NSMN
Chicken_Ridge,SCAN,41.33,-111.3,NSMN
Cinnamon_Bay,SCAN,18.35,-64.75,NSMN
Circleville,SCAN,38.15,-112.25,NSMN
CMRB_LTAR-MO,SCAN,39.23,-92.12,NSMN
Cochora_Ranch,SCAN,35.12,-119.6,NSMN
Combate,SCAN,17.98,-67.17,NSMN
Conrad_Ag_Rc,SCAN,48.3,-111.92,NSMN
Cook_Farm_Field_D,SCAN,46.78,-117.08,NSMN
Corozal,SCAN,18.32,-66.36,NSMN
CPER,SCAN,40.82,-104.71,NSMN
Crescent_Lake_#1,SCAN,45.42,-93.95,NSMN
Crossroads,SCAN,33.54,-103.24,NSMN
Cullman-NAHRC,SCAN,34.19,-86.8,NSMN
Death_Valley_Jct,SCAN,36.33,-116.35,NSMN
Dee_River_Ranch,SCAN,33.11,-88.31,NSMN
Deep_Springs,SCAN,37.37,-117.97,NSMN
Desert_Center,SCAN,33.8,-115.31,NSMN
Dexter,SCAN,36.78,-89.93,NSMN
Doe_Ridge,SCAN,37.63,-118.83,NSMN
Dugway,SCAN,40.17,-113.02,NSMN
Eagle_Lake,SCAN,40.62,-120.72,NSMN
Eastland,SCAN,37.78,-109.17,NSMN
Eastview_Farm,SCAN,35.14,-86.19,NSMN
Elsberry_PMC,SCAN,39.15,-90.78,NSMN
Enterprise,SCAN,37.63,-113.64,NSMN
Ephraim,SCAN,39.37,-111.58,NSMN
Eros_Data_Center,SCAN,43.74,-96.61,NSMN
Essex,SCAN,34.67,-115.17,NSMN
Everglades_ARS,SCAN,25.5,-80.55,NSMN
Ford_Dry_Lake,SCAN,33.65,-115.1,NSMN
Fort_Assiniboine_#1,SCAN,48.48,-109.8,NSMN
Fort_Reno_#1,SCAN,35.55,-98.02,NSMN
Fortuna,SCAN,18.03,-66.53,NSMN
French_Gulch,SCAN,40.79,-122.55,NSMN
Geneva_#1,SCAN,42.88,-77.03,NSMN
Glacial_Ridge,SCAN,47.72,-96.27,NSMN
Goodwin_Ck_Pasture,SCAN,34.25,-89.87,NSMN
Goodwin_Ck_Timber,SCAN,34.23,-89.9,NSMN
Goshute,SCAN,39.99,-114,NSMN
Grantsville,SCAN,40.59,-112.39,NSMN
Green_River,SCAN,39.02,-110.16,NSMN
Grouse_Creek,SCAN,41.78,-113.82,NSMN
Guilarte_Forest,SCAN,18.15,-66.77,NSMN
Hals_Canyon,SCAN,38.59,-113.75,NSMN
Harms_Way,SCAN,38.31,-109.24,NSMN
Hayford_Peak,SCAN,36.66,-115.2,NSMN
Hodges,SCAN,34.45,-86.15,NSMN
Holden,SCAN,39.19,-112.4,NSMN
Hozatka_Lake,SCAN,65.2,-156.63,NSMN
Hubbard_Brook,SCAN,43.93,-71.72,NSMN
Innoko_Camp,SCAN,63.64,-158.03,NSMN
Isabela,SCAN,18.47,-67.04,NSMN
Isbell_Farms,SCAN,34.82,-87.99,NSMN
Island_Dairy,SCAN,20,-155.29,NSMN
Johnson_Farm,SCAN,40.37,-101.72,NSMN
Jordan,SCAN,47.52,-107.13,NSMN
Jordan_Valley_Cwma,SCAN,42.95,-117.01,NSMN
Jornada_Exp_Range,SCAN,32.56,-106.7,NSMN
Journagan_Ranch,SCAN,37,-92.26,NSMN
Kainaliu,SCAN,19.53,-155.93,NSMN
Kanaryagak_Camp,SCAN,61.36,-165.12,NSMN
Kanuti_Lake,SCAN,66.18,-151.74,NSMN
Kemole_Gulch,SCAN,19.91,-155.59,NSMN
Kingsville,SCAN,27.55,-97.88,NSMN
Knox_City,SCAN,33.45,-99.87,NSMN
Koptis_Farms,SCAN,30.52,-87.7,NSMN
Kukuihaele,SCAN,20.1,-155.51,NSMN
Ku-Nesa,SCAN,39.05,-95.19,NSMN
Kyle_Canyon,SCAN,36.27,-115.61,NSMN
Lehman,SCAN,33.63,-102.75,NSMN
Levelland,SCAN,33.55,-102.37,NSMN
Lind_#1,SCAN,47,-118.57,NSMN
Lindsay,SCAN,47.21,-105.19,NSMN
Little_Red_Fox,SCAN,40.18,-110.3,NSMN
Little_River,SCAN,31.5,-83.55,NSMN
Livingston-UWA,SCAN,32.61,-88.2,NSMN
Los_Lunas_PMC,SCAN,34.77,-106.76,NSMN
Lovell_Summit,SCAN,36.17,-115.61,NSMN
Lovelock_NNR,SCAN,40.03,-118.18,NSMN
Lower_Mulchatna,SCAN,59.82,-156.99,NSMN
Lye_Brook,SCAN,43.05,-73.03,NSMN
Lynhart_Ranch,SCAN,42.02,-121.39,NSMN
Mahantango_Ck,SCAN,40.67,-76.67,NSMN
Mammoth_Cave,SCAN,37.19,-86.04,NSMN
Mana_House,SCAN,19.96,-155.54,NSMN
Mandan_#1,SCAN,46.77,-100.92,NSMN
Manderfield,SCAN,38.37,-112.64,NSMN
Marble_Creek,SCAN,37.78,-118.42,NSMN
Maricao_Forest,SCAN,18.15,-67,NSMN
Mascoma_River,SCAN,43.78,-72.03,NSMN
Mason_#1,SCAN,40.32,-89.9,NSMN
Mayaguez_TARS,SCAN,18.21,-67.14,NSMN
Mayday,SCAN,32.86,-90.52,NSMN
McAllister_Farm,SCAN,35.06,-86.59,NSMN
Mccracken_Mesa,SCAN,37.45,-109.34,NSMN
Milford,SCAN,38.34,-113.01,NSMN
Moccasin,SCAN,47.06,-109.95,NSMN
Molly_Caren_#1,SCAN,39.95,-83.45,NSMN
Monocline_Ridge,SCAN,36.54,-120.55,NSMN
Moose_Inc,SCAN,59.68,-151.37,NSMN
Morgan,SCAN,41,-111.69,NSMN
Morris_Farms,SCAN,32.41,-85.91,NSMN
Mount_Mansfield,SCAN,44.53,-72.83,NSMN
Mountain_Home,SCAN,40.37,-110.41,NSMN
Mt_Vernon,SCAN,37.07,-93.88,NSMN
N_Piedmont_Arec,SCAN,38.23,-78.12,NSMN
Naknek_River,SCAN,58.67,-156.57,NSMN
Nenana,SCAN,64.69,-148.91,NSMN
Nephi,SCAN,39.65,-111.87,NSMN
North_Issaquena,SCAN,33,-91.06,NSMN
Nunn_#1,SCAN,40.87,-104.73,NSMN
Onward,SCAN,32.75,-90.93,NSMN
Orchard_Range_Site,SCAN,43.32,-116,NSMN
Panguitch,SCAN,37.87,-112.43,NSMN
Park_Valley,SCAN,41.77,-113.29,NSMN
Pee_Dee,SCAN,34.3,-79.73,NSMN
Perdido_Riv_Farms,SCAN,31.11,-87.55,NSMN
Perthshire,SCAN,33.97,-90.9,NSMN
Phillipsburg,SCAN,39.79,-99.33,NSMN
Pine_Nut,SCAN,36.57,-115.2,NSMN
Porter_Canyon,SCAN,39.47,-117.62,NSMN
Powder_Mill,SCAN,39.02,-76.85,NSMN
Powell_Gardens,SCAN,38.87,-94.03,NSMN
Prairie_View_#1,SCAN,30.08,-95.98,NSMN
Price,SCAN,39.53,-110.81,NSMN
Princeton_#1,SCAN,37.1,-87.83,NSMN
Pua_Akala,SCAN,19.79,-155.33,NSMN
Reese_Center,SCAN,33.62,-102.04,NSMN
Reynolds_Homestead,SCAN,36.63,-80.13,NSMN
Riesel,SCAN,31.48,-96.88,NSMN
River_Road_Farms,SCAN,31.02,-85.04,NSMN
Rock_Springs_Pa,SCAN,40.72,-77.93,NSMN
Rogers_Farm_#1,SCAN,40.85,-96.47,NSMN
San_Angelo,SCAN,31.55,-100.51,NSMN
Sand_Hollow,SCAN,37.11,-113.36,NSMN
Sandy_Ridge,SCAN,33.66,-90.57,NSMN
Schell-Osage,SCAN,37.99,-94.04,NSMN
Schor_Garden,SCAN,59.68,-151.38,NSMN
Scott,SCAN,33.62,-91.1,NSMN
Sellers_Lake_#1,SCAN,29.1,-81.63,NSMN
Selma,SCAN,32.4,-86.89,NSMN
Sevilleta,SCAN,34.36,-106.69,NSMN
Shadow_Mtns,SCAN,35.47,-115.72,NSMN
Shagbark_Hills,SCAN,42.43,-95.77,NSMN
Sheldon,SCAN,41.9,-119.44,NSMN
Shenandoah,SCAN,37.92,-79.2,NSMN
Sidney,SCAN,47.77,-104.25,NSMN
Silver_City,SCAN,33.09,-90.51,NSMN
Silver_Sword,SCAN,19.77,-155.42,NSMN
Spickard,SCAN,40.25,-93.72,NSMN
Split_Mountain,SCAN,40.39,-109.35,NSMN
Spooky,SCAN,37.51,-111.26,NSMN
Stanley_Farm,SCAN,34.43,-86.68,NSMN
Starkville,SCAN,33.63,-88.77,NSMN
Stephenville,SCAN,32.25,-98.2,NSMN
Stubblefield,SCAN,34.97,-119.48,NSMN
Sudduth_Farms,SCAN,34.18,-87.46,NSMN
Sunleaf_Nursery,SCAN,41.8,-81.08,NSMN
Table_Mountain,SCAN,45.8,-111.59,NSMN
Tidewater_#1,SCAN,35.87,-76.65,NSMN
Tidewater_Arec,SCAN,36.68,-76.77,NSMN
Tnc_Fort_Bayou,SCAN,30.47,-88.74,NSMN
Tok,SCAN,63.35,-142.98,NSMN
Torrington_#1,SCAN,42.07,-104.13,NSMN
Trough_Springs,SCAN,36.37,-115.78,NSMN
Tule_Valley,SCAN,39.24,-113.46,NSMN
Tunica,SCAN,34.68,-90.42,NSMN
Tuskegee,SCAN,32.43,-85.75,NSMN
Uapb_Campus-PB,SCAN,34.25,-92.03,NSMN
Uapb_Dewitt,SCAN,34.28,-91.35,NSMN
Uapb_Point_Remove,SCAN,35.21,-92.92,NSMN
Uapb-Earle,SCAN,35.28,-90.45,NSMN
Uapb-Lonoke_Farm,SCAN,34.85,-91.88,NSMN
Uapb-Marianna,SCAN,34.78,-90.82,NSMN
Unalakleet,SCAN,63.91,-160.75,NSMN
Upper_Bethlehem,SCAN,17.72,-64.8,NSMN
Uvalde,SCAN,29.36,-100.25,NSMN
UW_Platteville,SCAN,42.71,-90.39,NSMN
Vance,SCAN,34.07,-90.35,NSMN
Vermillion,SCAN,37.19,-112.19,NSMN
Vernon,SCAN,34.02,-99.25,NSMN
Violett,SCAN,48.44,-111.18,NSMN
Wabeno_#1,SCAN,45.47,-88.58,NSMN
Waimea_Plain,SCAN,20.01,-155.6,NSMN
Wakulla_#1,SCAN,30.3,-84.42,NSMN
Walnut_Gulch_#1,SCAN,31.73,-110.05,NSMN
Watkinsville_#1,SCAN,33.88,-83.43,NSMN
Weary_Lake,SCAN,59.13,-159.09,NSMN
Wedowee,SCAN,33.33,-85.52,NSMN
Weslaco,SCAN,26.16,-97.96,NSMN
West_Summit,SCAN,38.01,-109.13,NSMN
Willow_Wells,SCAN,33.53,-103.63,NSMN
Wtars,SCAN,34.9,-86.53,NSMN
Youmans_Farm,SCAN,32.67,-81.2,NSMN
Agua_Canyon,SNOTEL,37.52,-112.27,NSMN
Anchor_River_Divide,SNOTEL,59.86,-151.32,NSMN
Annie_Springs,SNOTEL,42.87,-122.17,NSMN
Arapaho_Ridge,SNOTEL,40.35,-106.38,NSMN
Atigun_Pass,SNOTEL,68.13,-149.48,NSMN
Atlanta_Summit,SNOTEL,43.76,-115.24,NSMN
